,tweet_id,text,retweeted_status_id,retweeted_status_user_id,expanded_urls,rating_numerator,rating_denominator,rt_date,rt_year,rt_month,rt_day,rt_time,t_time_a,rt_time_a,clean_source,internet_nickname,clean_name,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count,Actual_Rating
359,829878982036299777,RT @dog_rates: This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR,8.269586533285929e+17,4196983835.0,"https://twitter.com/dog_rates/status/826958653328592898/photo/1,https://twitter.com/dog_rates/status/826958653328592898/photo/1",12,10,2017-02-02,2017.0,2.0,2.0,01:01:21 ,2,1.0,Twitter for iPhone,doggo,Loki,https://pbs.twimg.com/media/C3nygbBWQAAjwcW.jpg,1.0,golden_retriever,0.6173890000000001,True,Labrador_retriever,0.33705300000000005,True,tennis_ball,0.00855442,False,0.0,4590.0,1.2
366,828801551087042563,"RT @dog_rates: This is Gus. He likes to be close to you, which is good because you want to be close to Gus. 12/10 would boop then pet https…",8.102541084311552e+17,4196983835.0,https://twitter.com/dog_rates/status/810254108431155201/photo/1,12,10,2016-12-17,2016.0,12.0,17.0,22:43:27 ,3,22.0,Twitter for iPhone,,Gus,,,,,,,,,,,,0.0,3150.0,1.2
382,827228250799742977,RT @dog_rates: This is Phil. He's an important dog. Can control the seasons. Magical as hell. 12/10 would let him sign my forehead https://…,6.946697223784858e+17,4196983835.0,"https://twitter.com/dog_rates/status/694669722378485760/photo/1,https://twitter.com/dog_rates/status/694669722378485760/photo/1",12,10,2016-02-02,2016.0,2.0,2.0,23:52:22 ,18,23.0,Twitter for iPhone,,Phil,,,,,,,,,,,,,,1.2
386,826615380357632002,"RT @dog_rates: Please only send in dogs. We only rate dogs, not seemingly heartbroken ewoks. Thank you... still 10/10 would console https:/…",8.099207643004477e+17,4196983835.0,https://twitter.com/dog_rates/status/809920764300447744/photo/1,10,10,2016-12-17,2016.0,12.0,17.0,00:38:52 ,2,0.0,Twitter for iPhone,,None,,,,,,,,,,,,,,1.0
397,825120256414846976,"RT @dog_rates: Say hello to Pablo. He's one gorgeous puppo. A true 12/10. Click the link to see why Pablo requests your assistance

https:/…",8.250265907194839e+17,4196983835.0,"https://www.gofundme.com/my-puppys-double-cataract-surgery,https://twitter.com/dog_rates/status/825026590719483904/photo/1,https://twitter.com/dog_rates/status/825026590719483904/photo/1",12,10,2017-01-27,2017.0,1.0,27.0,17:04:02 ,23,17.0,Twitter for iPhone,puppo,Pablo,,,,,,,,,,,,0.0,1165.0,1.2
399,824796380199809024,RT @dog_rates: This is Bailey. She loves going down slides but is very bad at it. Still 11/10 https://t.co/ivPWhspN3E,7.950767302853919e+17,4196983835.0,"https://twitter.com/dog_rates/status/795076730285391872/photo/1,https://twitter.com/dog_rates/status/795076730285391872/photo/1,https://twitter.com/dog_rates/status/795076730285391872/photo/1,https://twitter.com/dog_rates/status/795076730285391872/photo/1,https://twitter.com/dog_rates/status/795076730285391872/photo/1,https://twitter.com/dog_rates/status/795076730285391872/photo/1",11,10,2016-11-06,2016.0,11.0,6.0,01:33:58 ,1,1.0,Twitter for iPhone,,Bailey,https://pbs.twimg.com/media/CwiuEJmW8AAZnit.jpg,2.0,gas_pump,0.676439,False,harvester,0.049995300000000006,False,swing,0.0446596,False,0.0,5079.0,1.1
406,823719002937630720,RT @dog_rates: This is Balto. He's very content. Legendary tongue slippage. 12/10 would pet forever https://t.co/T7Jr4Gw4sC,7.840579396403528e+17,4196983835.0,"https://vine.co/v/5gKxeUpuKEr,https://vine.co/v/5gKxeUpuKEr",12,10,2016-10-06,2016.0,10.0,6.0,15:49:14 ,2,15.0,Twitter for iPhone,,Balto,,,,,,,,,,,,,,1.2
411,823269594223824897,RT @dog_rates: We only rate dogs. Please don't send pics of men capturing low level clouds. Thank you... 11/10 https://t.co/rLi83ZyCL5,8.222448165201551e+17,4196983835.0,"https://twitter.com/dog_rates/status/822244816520155136/photo/1,https://twitter.com/dog_rates/status/822244816520155136/photo/1",11,10,2017-01-20,2017.0,1.0,20.0,00:50:15 ,20,0.0,Twitter for iPhone,,None,https://pbs.twimg.com/media/C2kzTGxWEAEOpPL.jpg,1.0,Samoyed,0.585441,True,Pomeranian,0.193654,True,Arctic_fox,0.0716476,False,0.0,9189.0,1.1
415,822647212903690241,RT @dog_rates: This is Paisley. She really wanted to be president this time. Dreams officially crushed. 13/10 https://t.co/liJGwMp17E,8.224890570873897e+17,4196983835.0,"https://twitter.com/dog_rates/status/822489057087389700/photo/1,https://twitter.com/dog_rates/status/822489057087389700/photo/1,https://twitter.com/dog_rates/status/822489057087389700/photo/1,https://twitter.com/dog_rates/status/822489057087389700/photo/1,https://twitter.com/dog_rates/status/822489057087389700/photo/1,https://twitter.com/dog_rates/status/822489057087389700/photo/1",13,10,2017-01-20,2017.0,1.0,20.0,17:00:46 ,3,17.0,Twitter for iPhone,,Paisley,https://pbs.twimg.com/media/C2oRbOuWEAAbVSl.jpg,1.0,Samoyed,0.416769,True,malamute,0.252706,True,kuvasz,0.157028,True,0.0,5936.0,1.3
420,822163064745328640,RT @dog_rates: This is Mattie. She's extremely dangerous. Will bite your h*ckin finger right off. Still 11/10 would pet with caution https:…,7.862339652418273e+17,4196983835.0,https://twitter.com/dog_rates/status/786233965241827333/photo/1,11,10,2016-10-12,2016.0,10.0,12.0,15:55:59 ,19,15.0,Twitter for iPhone,,Mattie,,,,,,,,,,,,,,1.1
422,821813639212650496,RT @dog_rates: Meet Hercules. He can have whatever he wants for the rest of eternity. 12/10 would snug passionately https://t.co/mH0IOyFdIG,7.806013036177326e+17,4196983835.0,"https://twitter.com/dog_rates/status/780601303617732608/photo/1,https://twitter.com/dog_rates/status/780601303617732608/photo/1",12,10,2016-09-27,2016.0,9.0,27.0,02:53:48 ,20,2.0,Twitter for iPhone,,Hercules,https://pbs.twimg.com/media/CtVAvX-WIAAcGTf.jpg,1.0,Saint_Bernard,0.995143,True,Cardigan,0.00304359,True,English_springer,0.00104955,True,,,1.2
425,821421320206483457,RT @dog_rates: This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes https://t.co…,7.82305867769217e+17,4196983835.0,"https://twitter.com/dog_rates/status/782305867769217024/photo/1,https://twitter.com/dog_rates/status/782305867769217024/photo/1,https://twitter.com/dog_rates/status/782305867769217024/photo/1",12,10,2016-10-01,2016.0,10.0,1.0,19:47:08 ,18,19.0,Twitter for iPhone,doggo,Sampson,,,,,,,,,,,,0.0,5113.0,1.2
431,820837357901512704,RT @dog_rates: This is Finn. He's wondering if you come here often. Fr*ckin flirtatious af. 12/10 would give number to https://t.co/ii5eNX5…,8.192276884602388e+17,4196983835.0,https://twitter.com/dog_rates/status/819227688460238848/photo/1,12,10,2017-01-11,2017.0,1.0,11.0,17:01:16 ,3,17.0,Twitter for iPhone,,Finn,,,,,,,,,,,,0.0,6217.0,1.2
434,820494788566847489,"RT @dog_rates: We are proud to support @LoveYourMelon on their mission to put a hat on every kid battling cancer. They are 14/10

https://t…",8.203146337770619e+17,4196983835.0,"https://www.loveyourmelon.com/pages/ourstory,https://twitter.com/dog_rates/status/820314633777061888/photo/1,https://twitter.com/dog_rates/status/820314633777061888/photo/1,https://twitter.com/dog_rates/status/820314633777061888/photo/1",14,10,2017-01-14,2017.0,1.0,14.0,17:00:24 ,4,17.0,Twitter for iPhone,,None,,,,,,,,,,,,,,1.4
435,820446719150292993,RT @dog_rates: This is Peaches. She's the ultimate selfie sidekick. Super sneaky tongue slip appreciated. 13/10 https://t.co/pbKOesr8Tg,8.001414224018309e+17,4196983835.0,"https://twitter.com/dog_rates/status/800141422401830912/photo/1,https://twitter.com/dog_rates/status/800141422401830912/photo/1,https://twitter.com/dog_rates/status/800141422401830912/photo/1,https://twitter.com/dog_rates/status/800141422401830912/photo/1,https://twitter.com/dog_rates/status/800141422401830912/photo/1,https://twitter.com/dog_rates/status/800141422401830912/photo/1",13,10,2016-11-20,2016.0,11.0,20.0,00:59:15 ,1,0.0,Twitter for iPhone,,Peaches,https://pbs.twimg.com/media/CxqsX-8XUAAEvjD.jpg,3.0,golden_retriever,0.938048,True,kuvasz,0.0251195,True,Labrador_retriever,0.0229773,True,0.0,2383.0,1.3
438,820013781606658049,"RT @dog_rates: This is Oliver. He has dreams of being a service puppo so he can help his owner. 13/10 selfless af

make it happen:
https://…",8.199522364533637e+17,4196983835.0,"https://www.gofundme.com/servicedogoliver,https://twitter.com/dog_rates/status/819952236453363712/photo/1",13,10,2017-01-13,2017.0,1.0,13.0,17:00:21 ,21,17.0,Twitter for iPhone,puppo,Oliver,,,,,,,,,,,,,,1.3
446,819015337530290176,RT @dog_rates: This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,8.190048031079834e+17,4196983835.0,"https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1",14,10,2017-01-11,2017.0,1.0,11.0,02:15:36 ,2,2.0,Twitter for iPhone,doggo,Bo,https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg,1.0,standard_poodle,0.351308,True,toy_poodle,0.271929,True,Tibetan_terrier,0.0947592,True,,,1.4
447,819015331746349057,RT @dog_rates: This is Sunny. She was also a very good First Doggo. 14/10 would also be an absolute honor to pet https://t.co/YOC1fHFCSb,8.19006400881918e+17,4196983835.0,"https://twitter.com/dog_rates/status/819006400881917954/photo/1,https://twitter.com/dog_rates/status/819006400881917954/photo/1,https://twitter.com/dog_rates/status/819006400881917954/photo/1,https://twitter.com/dog_rates/status/819006400881917954/photo/1,https://twitter.com/dog_rates/status/819006400881917954/photo/1,https://twitter.com/dog_rates/status/819006400881917954/photo/1,https://twitter.com/dog_rates/status/819006400881917954/photo/1,https://twitter.com/dog_rates/status/819006400881917954/photo/1",14,10,2017-01-11,2017.0,1.0,11.0,02:21:57 ,2,2.0,Twitter for iPhone,doggo,Sunny,https://pbs.twimg.com/media/C12x-JTVIAAzdfl.jpg,4.0,prison,0.907083,False,palace,0.0200891,False,umbrella,0.00784954,False,0.0,17735.0,1.4
450,818646164899774465,RT @dog_rates: This is Seamus. He's very bad at entering pools. Still a very good boy tho 11/10 https://t.co/hfi264QwYM,8.083448658682839e+17,4196983835.0,"https://vine.co/v/5QWd3LZqXxd,https://vine.co/v/5QWd3LZqXxd",11,10,2016-12-12,2016.0,12.0,12.0,16:16:49 ,2,16.0,Twitter for iPhone,,Seamus,,,,,,,,,,,,,,1.1
453,818588835076603904,RT @dog_rates: This is Chelsea. She forgot how to dog. 11/10 get it together pupper https://t.co/nBJ5RE4yHb,7.735475969965711e+17,4196983835.0,"https://twitter.com/dog_rates/status/773547596996571136/photo/1,https://twitter.com/dog_rates/status/773547596996571136/photo/1",11,10,2016-09-07,2016.0,9.0,7.0,15:44:53 ,22,15.0,Twitter for iPhone,pupper,Chelsea,https://pbs.twimg.com/media/Crwxb5yWgAAX5P_.jpg,1.0,Norwegian_elkhound,0.372202,True,Chesapeake_Bay_retriever,0.13718699999999998,True,malamute,0.07143619999999999,True,0.0,5669.0,1.1
455,818307523543449600,RT @dog_rates: Meet Moose. He doesn't want his friend to go back to college. 13/10 looks like you're staying home John https://t.co/LIhmM7i…,8.164505708148982e+17,4196983835.0,"https://twitter.com/dog_rates/status/816450570814898180/photo/1,https://twitter.com/dog_rates/status/816450570814898180/photo/1",13,10,2017-01-04,2017.0,1.0,4.0,01:05:59 ,4,1.0,Twitter for iPhone,,Moose,,,,,,,,,,,,0.0,7426.0,1.3
462,817502432452313088,RT @dog_rates: Meet Herschel. He's slightly bigger than ur average pupper. Looks lonely. Could probably ride 7/10 would totally pet https:/…,6.924173130233324e+17,4196983835.0,https://twitter.com/dog_rates/status/692417313023332352/photo/1,7,10,2016-01-27,2016.0,1.0,27.0,18:42:06 ,22,18.0,Twitter for iPhone,pupper,Herschel,,,,,,,,,,,,,,0.7
465,817181837579653120,RT @dog_rates: Here's a pupper with squeaky hiccups. Please enjoy. 13/10 https://t.co/MiMKtsLN6k,8.159660734094336e+17,4196983835.0,"https://twitter.com/dog_rates/status/815966073409433600/video/1,https://twitter.com/dog_rates/status/815966073409433600/video/1",13,10,2017-01-02,2017.0,1.0,2.0,17:00:46 ,1,17.0,Twitter for iPhone,pupper,None,https://pbs.twimg.com/ext_tw_video_thumb/815965888126062592/pu/img/JleSw4wRhgKDWQj5.jpg,1.0,Tibetan_mastiff,0.506312,True,Tibetan_terrier,0.29569,True,otterhound,0.0362507,True,0.0,7834.0,1.3
469,816829038950027264,RT @dog_rates: This is Betty. She's assisting with the dishes. Such a good puppo. 12/10 h*ckin helpful af https://t.co/dgvTPZ9tgI,7.90946055508652e+17,4196983835.0,"https://twitter.com/dog_rates/status/790946055508652032/photo/1,https://twitter.com/dog_rates/status/790946055508652032/photo/1",12,10,2016-10-25,2016.0,10.0,25.0,16:00:09 ,2,16.0,Twitter for iPhone,puppo,Betty,https://pbs.twimg.com/media/CvoBPWRWgAA4het.jpg,1.0,dishwasher,0.700466,False,golden_retriever,0.245773,True,chow,0.0390117,True,0.0,4372.0,1.2
475,816062466425819140,"RT @dog_rates: Meet Jack. He's one of the rare doggos that doesn't mind baths. 11/10 click the link to see how you can help Jack!

https://…",8.159907208174019e+17,4196983835.0,"https://www.gofundme.com/surgeryforjacktheminpin,https://twitter.com/dog_rates/status/815990720817401858/photo/1",11,10,2017-01-02,2017.0,1.0,2.0,18:38:42 ,23,18.0,Twitter for iPhone,,Jack,,,,,,,,,,,,0.0,942.0,1.1
476,816014286006976512,RT @dog_rates: This is Larry. He has no self control. Tongue still nifty af tho 11/10 https://t.co/ghyT4Ubk1r,7.320056171713372e+17,4196983835.0,"https://twitter.com/dog_rates/status/732005617171337216/photo/1,https://twitter.com/dog_rates/status/732005617171337216/photo/1,https://twitter.com/dog_rates/status/732005617171337216/photo/1,https://twitter.com/dog_rates/status/732005617171337216/photo/1",11,10,2016-05-16,2016.0,5.0,16.0,00:31:53 ,20,0.0,Twitter for iPhone,,Larry,https://pbs.twimg.com/media/CiibOMzUYAA9Mxz.jpg,1.0,English_setter,0.677408,True,Border_collie,0.052724,True,cocker_spaniel,0.0485719,True,,,1.1
479,815745968457060357,RT @dog_rates: Say hello to Levi. He's a Madagascan Butterbop. One of the more docile Butterbops I've seen. 12/10 would give all the pets h…,7.914069556843684e+17,4196983835.0,"https://twitter.com/dog_rates/status/791406955684368384/photo/1,https://twitter.com/dog_rates/status/791406955684368384/photo/1,https://twitter.com/dog_rates/status/791406955684368384/photo/1,https://twitter.com/dog_rates/status/791406955684368384/photo/1",12,10,2016-10-26,2016.0,10.0,26.0,22:31:36 ,2,22.0,Twitter for iPhone,,Levi,,,,,,,,,,,,0.0,3845.0,1.2
485,814578408554463233,RT @dog_rates: Meet Beau &amp; Wilbur. Wilbur stole Beau's bed from him. Wilbur now has so much room for activities. 9/10 for both pups https:/…,6.981954092195594e+17,4196983835.0,https://twitter.com/dog_rates/status/698195409219559425/photo/1,9,10,2016-02-12,2016.0,2.0,12.0,17:22:12 ,21,17.0,Twitter for iPhone,,Beau,,,,,,,,,,,,0.0,5440.0,0.9
488,813944609378369540,RT @dog_rates: This is Bruce. He never backs down from a challenge. 11/10 you got this Bruce https://t.co/aI7umZHIq7,7.902771173469757e+17,4196983835.0,"https://twitter.com/dog_rates/status/790277117346975746/photo/1,https://twitter.com/dog_rates/status/790277117346975746/photo/1",11,10,2016-10-23,2016.0,10.0,23.0,19:42:02 ,3,19.0,Twitter for iPhone,,Bruce,https://pbs.twimg.com/media/Cveg1-NXgAASaaT.jpg,1.0,Labrador_retriever,0.427742,True,Great_Dane,0.190503,True,curly-coated_retriever,0.146427,True,,,1.1
506,812747805718642688,"RT @dog_rates: Meet Sammy. At first I was like ""that's a snowflake. we only rate dogs,"" but he would've melted by now, so 10/10 https://t.c…",6.800554559518843e+17,4196983835.0,https://twitter.com/dog_rates/status/680055455951884288/photo/1,10,10,2015-12-24,2015.0,12.0,24.0,16:00:30 ,19,16.0,Twitter for iPhone,,Sammy,,,,,,,,,,,,,,1.0
522,809808892968534016,RT @dog_rates: This is Maximus. His face is stuck like that. Tragic really. Great tongue tho. 12/10 would pet firmly https://t.co/xIfrsMNLBR,7.93962221541933e+17,4196983835.0,"https://twitter.com/dog_rates/status/793962221541933056/photo/1,https://twitter.com/dog_rates/status/793962221541933056/photo/1,https://twitter.com/dog_rates/status/793962221541933056/photo/1,https://twitter.com/dog_rates/status/793962221541933056/photo/1",12,10,2016-11-02,2016.0,11.0,2.0,23:45:19 ,17,23.0,Twitter for iPhone,,Maximus,https://pbs.twimg.com/media/CwS4aqZXUAAe3IO.jpg,1.0,Labrador_retriever,0.8616510000000001,True,golden_retriever,0.0444618,True,Staffordshire_bullterrier,0.016496700000000003,True,0.0,4557.0,1.2
530,808134635716833280,RT @dog_rates: This is Milo. I would do terrible things for Milo. 13/10 https://t.co/R6wJyC2Tey,8.01167903437357e+17,4196983835.0,"https://twitter.com/dog_rates/status/801167903437357056/photo/1,https://twitter.com/dog_rates/status/801167903437357056/photo/1",13,10,2016-11-22,2016.0,11.0,22.0,20:58:07 ,2,20.0,Twitter for iPhone,,Milo,https://pbs.twimg.com/media/Cx5R8wPVEAALa9r.jpg,1.0,cocker_spaniel,0.74022,True,Dandie_Dinmont,0.061604499999999986,True,English_setter,0.0413314,True,0.0,5492.0,1.3
535,807059379405148160,RT @dog_rates: This is Cali. She arrived preassembled. Convenient af. 12/10 appears to be rather h*ckin pettable https://t.co/vOBV1ZqVcX,7.829691400091075e+17,4196983835.0,"https://twitter.com/dog_rates/status/782969140009107456/photo/1,https://twitter.com/dog_rates/status/782969140009107456/photo/1,https://twitter.com/dog_rates/status/782969140009107456/photo/1,https://twitter.com/dog_rates/status/782969140009107456/photo/1",12,10,2016-10-03,2016.0,10.0,3.0,15:42:44 ,3,15.0,Twitter for iPhone,,Cali,https://pbs.twimg.com/media/Ct2qO5PXEAE6eB0.jpg,1.0,seat_belt,0.474292,False,golden_retriever,0.17139300000000002,True,Labrador_retriever,0.110592,True,,,1.2
538,806620845233815552,RT @dog_rates: Idk why this keeps happening. We only rate dogs. Not Bangladeshi Couch Chipmunks. Please only send dogs... 12/10 https://t.c…,7.815246933963571e+17,4196983835.0,https://twitter.com/dog_rates/status/781524693396357120/photo/1,12,10,2016-09-29,2016.0,9.0,29.0,16:03:01 ,22,16.0,Twitter for iPhone,,None,,,,,,,,,,,,0.0,5124.0,1.2
541,806242860592926720,RT @dog_rates: This is Dave. He's currently in a predicament. Doesn't seem to mind tho. 12/10 someone assist Dave https://t.co/nfprKAXqwu,7.833346399853896e+17,4196983835.0,"https://twitter.com/dog_rates/status/783334639985389568/photo/1,https://twitter.com/dog_rates/status/783334639985389568/photo/1,https://twitter.com/dog_rates/status/783334639985389568/photo/1,https://twitter.com/dog_rates/status/783334639985389568/photo/1,https://twitter.com/dog_rates/status/783334639985389568/photo/1,https://twitter.com/dog_rates/status/783334639985389568/photo/1",12,10,2016-10-04,2016.0,10.0,4.0,15:55:06 ,21,15.0,Twitter for iPhone,,Dave,https://pbs.twimg.com/media/Ct72q9jWcAAhlnw.jpg,2.0,Cardigan,0.593858,True,Shetland_sheepdog,0.13061099999999998,True,Pembroke,0.100842,True,,,1.2
543,805958939288408065,"RT @dog_rates: This is Penny. She fought a bee and the bee won. 10/10 you're fine Penny, everything's fine https://t.co/zrMVdfFej6",7.827225987907256e+17,4196983835.0,"https://twitter.com/dog_rates/status/782722598790725632/photo/1,https://twitter.com/dog_rates/status/782722598790725632/photo/1",10,10,2016-10-02,2016.0,10.0,2.0,23:23:04 ,2,23.0,Twitter for iPhone,,Penny,https://pbs.twimg.com/media/CtzKC7zXEAALfSo.jpg,1.0,Irish_setter,0.574557,True,golden_retriever,0.339251,True,seat_belt,0.0461082,False,,,1.0
546,805823200554876929,RT @dog_rates: This is Reginald. He's one magical puppo. Aerodynamic af. 12/10 would catch https://t.co/t0cEeRbcXJ,7.841831657956557e+17,4196983835.0,"https://vine.co/v/5ghHLBMMdlV,https://vine.co/v/5ghHLBMMdlV",12,10,2016-10-07,2016.0,10.0,7.0,00:06:50 ,17,0.0,Twitter for iPhone,puppo,Reginald,,,,,,,,,,,,0.0,7439.0,1.2
552,804413760345620481,RT @dog_rates: This is Rusty. He's going D1 for sure. Insane vertical. 13/10 would draft https://t.co/AsykOwMrXQ,7.848260202937098e+17,4196983835.0,"https://twitter.com/dog_rates/status/784826020293709826/photo/1,https://twitter.com/dog_rates/status/784826020293709826/photo/1",13,10,2016-10-08,2016.0,10.0,8.0,18:41:19 ,19,18.0,Twitter for iPhone,,Rusty,https://pbs.twimg.com/media/CuRDF-XWcAIZSer.jpg,1.0,chow,0.0903414,True,binoculars,0.08349880000000001,False,Irish_setter,0.0774556,True,0.0,3000.0,1.3
555,803692223237865472,RT @dog_rates: I present to you... Dog Jesus. 13/10 (he could be sitting on a rock but I doubt it) https://t.co/fR1P3g5I6k,6.914168664520827e+17,4196983835.0,"https://twitter.com/dog_rates/status/691416866452082688/photo/1,https://twitter.com/dog_rates/status/691416866452082688/photo/1",13,10,2016-01-25,2016.0,1.0,25.0,00:26:41 ,20,0.0,Twitter for iPhone,,None,https://pbs.twimg.com/media/CZhn-QAWwAASQan.jpg,1.0,Lakeland_terrier,0.530104,True,Irish_terrier,0.197314,True,Airedale,0.08251460000000001,True,,,1.3
558,803321560782307329,RT @dog_rates: This is Philbert. His toilet broke and he doesn't know what to do. Trying not to panic. 11/10 furustrated af https://t.co/Nb…,7.677549302664643e+17,4196983835.0,https://twitter.com/dog_rates/status/767754930266464257/photo/1,11,10,2016-08-22,2016.0,8.0,22.0,16:06:54 ,19,16.0,Twitter for iPhone,,Philbert,,,,,,,,,,,,0.0,4938.0,1.1
561,802624713319034886,"RT @dog_rates: ""Yep... just as I suspected. You're not flossing."" 12/10 and 11/10 for the pup not flossing https://t.co/SuXcI9B7pQ",7.776842335402066e+17,4196983835.0,"https://twitter.com/dog_rates/status/777684233540206592/photo/1,https://twitter.com/dog_rates/status/777684233540206592/photo/1",12,10,2016-09-19,2016.0,9.0,19.0,01:42:24 ,21,1.0,Twitter for iPhone,,None,https://pbs.twimg.com/media/CsrjryzWgAAZY00.jpg,1.0,cocker_spaniel,0.253442,True,golden_retriever,0.16285,True,otterhound,0.110921,True,,,1.2
566,802247111496568832,RT @dog_rates: Everybody drop what you're doing and look at this dog. 13/10 must be super h*ckin rare https://t.co/I1bJUzUEW5,7.790560957887529e+17,4196983835.0,"https://twitter.com/dog_rates/status/779056095788752897/photo/1,https://twitter.com/dog_rates/status/779056095788752897/photo/1,https://twitter.com/dog_rates/status/779056095788752897/photo/1,https://twitter.com/dog_rates/status/779056095788752897/photo/1",13,10,2016-09-22,2016.0,9.0,22.0,20:33:42 ,20,20.0,Twitter for iPhone,,None,https://pbs.twimg.com/media/Cs_DYr1XEAA54Pu.jpg,1.0,Chihuahua,0.721188,True,toy_terrier,0.112943,True,kelpie,0.0533645,True,,,1.3
568,802185808107208704,"RT @ChinoChinako: They're good products, Brent

Mug holds drinks; hoodie is comfy af. 13/10 

Puppy Aika h*cking agrees. @dog_rates https:/…",8.000650281163858e+17,24885566.0,"https://twitter.com/ChinoChinako/status/800065028116385792/photo/1,https://twitter.com/ChinoChinako/status/800065028116385792/photo/1,https://twitter.com/ChinoChinako/status/800065028116385792/photo/1",13,10,2016-11-19,2016.0,11.0,19.0,19:55:41 ,16,19.0,Twitter for iPhone,,None,,,,,,,,,,,,,,1.3
574,801127390143516673,RT @dog_rates: This is Anakin. He strives to reach his full doggo potential. Born with blurry tail tho. 11/10 would still pet well https://…,7.75733305207554e+17,4196983835.0,https://twitter.com/dog_rates/status/775733305207554048/photo/1,11,10,2016-09-13,2016.0,9.0,13.0,16:30:07 ,18,16.0,Twitter for iPhone,doggo,Anakin,,,,,,,,,,,,,,1.1
577,800855607700029440,RT @Lin_Manuel: 11/10 would recommend. https://t.co/pnUF69K4xk,8.008540229702861e+17,79923701.0,"https://twitter.com/littlewiewel/status/800852955880628224,https://twitter.com/littlewiewel/status/800852955880628224",11,10,2016-11-22,2016.0,11.0,22.0,00:10:52 ,0,0.0,Twitter for iPhone,,None,,,,,,,,,,,,0.0,1511.0,1.1
581,800443802682937345,RT @dog_rates: This is Sampson. He's about to get hit with a vicious draw 2. Has no idea. 11/10 poor pupper https://t.co/FYT9QBEnKG,7.761133056561889e+17,4196983835.0,"https://twitter.com/dog_rates/status/776113305656188928/photo/1,https://twitter.com/dog_rates/status/776113305656188928/photo/1",11,10,2016-09-14,2016.0,9.0,14.0,17:40:06 ,21,17.0,Twitter for iPhone,pupper,Sampson,https://pbs.twimg.com/media/CsVO7ljW8AAckRD.jpg,1.0,mousetrap,0.777468,False,black_widow,0.0939402,False,paddlewheel,0.0174919,False,0.0,4013.0,1.1
583,800188575492947969,RT @dog_rates: This is Bo. He's a Benedoop Cumbersnatch. Seems frustrated with own feet. Portable as hell. 11/10 very solid pupper https://…,6.816940855398728e+17,4196983835.0,https://twitter.com/dog_rates/status/681694085539872773/photo/1,11,10,2015-12-29,2015.0,12.0,29.0,04:31:49 ,4,4.0,Twitter for iPhone,pupper,Bo,,,,,,,,,,,,0.0,3680.0,1.1
586,799774291445383169,RT @dog_rates: This is Tucker. He would like a hug. 13/10 someone hug him https://t.co/wdgY9oHPrT,7.750851326004429e+17,4196983835.0,"https://twitter.com/dog_rates/status/775085132600442880/photo/1,https://twitter.com/dog_rates/status/775085132600442880/photo/1",13,10,2016-09-11,2016.0,9.0,11.0,21:34:30 ,0,21.0,Twitter for iPhone,,Tucker,https://pbs.twimg.com/media/CsGnz64WYAEIDHJ.jpg,1.0,chow,0.316565,True,golden_retriever,0.241929,True,Pomeranian,0.157524,True,,,1.3
589,799308762079035393,RT @dog_rates: I WAS SENT THE ACTUAL DOG IN THE PROFILE PIC BY HIS OWNER THIS IS SO WILD. 14/10 ULTIMATE LEGEND STATUS https://t.co/7oQ1wpf…,7.74314403806253e+17,4196983835.0,"https://twitter.com/dog_rates/status/774314403806253056/photo/1,https://twitter.com/dog_rates/status/774314403806253056/photo/1,https://twitter.com/dog_rates/status/774314403806253056/photo/1,https://twitter.com/dog_rates/status/774314403806253056/photo/1",14,10,2016-09-09,2016.0,9.0,9.0,18:31:54 ,17,18.0,Twitter for iPhone,,None,,,,,,,,,,,,0.0,5059.0,1.4
594,798705661114773508,"RT @dog_rates: Meet Baloo. He's expecting a fast ground ball, hence the wide stance. Prepared af. 11/10 nothing runs like a pupper https://…",7.406769760217989e+17,4196983835.0,https://twitter.com/dog_rates/status/740676976021798912/photo/1,11,10,2016-06-08,2016.0,6.0,8.0,22:48:46 ,1,22.0,Twitter for iPhone,pupper,Baloo,,,,,,,,,,,,,,1.1
595,798701998996647937,RT @dog_rates: We normally don't rate marshmallows but this one appears to be flawlessly toasted so I'll make an exception. 10/10 https://t…,7.18631497683583e+17,4196983835.0,https://twitter.com/dog_rates/status/718631497683582976/photo/1,10,10,2016-04-09,2016.0,4.0,9.0,02:47:55 ,1,2.0,Twitter for iPhone,,None,,,,,,,,,,,,0.0,7213.0,1.0
